job_id,Base Compression Ratio,Quality Score Compression Ratio,Identifier Compression ratio
job_0_0,4.551280939413387,8.8525,12.734121042902002
job_1_0,4.844278531945421,14.970989380275403,24.736132912417595
job_5_0,4.3373233127477775,6.787587883590337,24.796750426128554
job_6_0,4.551280939413387,8.14,12.734121042902002
job_8_0,4.551280939413387,10.94,12.734121042902002
job_7_0,4.551280939413387,5.6475,12.734121042902002
job_3_0,4.3373233127477775,11.05367348683648,24.796750426128554
job_4_0,4.3373233127477775,7.219694321742169,24.796750426128554
job_2_0,4.3373233127477775,16.966142415860773,24.796750426128554
